anio,reg,satisfaccion,anomalia
2021,Lleida,5.0,0
2023,Santa Cruz de Tenerife,5.0,0
2024,Palencia,1.0,0
2025,Cuenca,10.0,0
2023,Las Palmas,2.0,0
2022,Cuenca,3.0,0
2023,Ciudad Real,3.0,0
2023,La Rioja,5.0,0
2021,Madrid,,0
2024,Murcia,1.0,0
2023,Salamanca,8.0,0
2024,Santa Cruz de Tenerife,2.0,0
2020,León,6.0,0
2021,Valencia,,0
2022,Álava,9.0,0
2023,Jaén,2.0,0
2019,Ceuta,,0
2019,Castellón,,0
2025,Burgos,,0
2019,Granada,9.0,0
2022,Murcia,7.0,0
2026,Soria,9.0,0
2019,Córdoba,,0
2024,Alicante,,0
2024,Toledo,,0
2026,León,,0
2020,Badajoz,6.0,0
2025,Navarra,8.0,0
2020,Barcelona,1.0,0
2025,Zamora,1.0,0
2019,Palencia,,0
2021,Guipúzcoa,5.0,0
2021,Cáceres,7.0,0
2022,La Coruña,2.0,0
2026,Burgos,5.0,0
2019,Segovia,5.0,0
2019,Cantabria,,0
2020,Palencia,,0
2025,Asturias,7.0,0
2019,Navarra,4.0,0
2019,Córdoba,7.0,0
2019,Islas Baleares,7.0,0
2025,Cantabria,5.0,0
2025,Álava,6.0,0
2025,Vizcaya,,0
2019,Málaga,4.0,0
2025,Zamora,6.0,0
2021,Guipúzcoa,10.0,0
2023,Zamora,10.0,0
2021,Girona,2.0,0
2022,Alicante,5.0,0
2020,Cádiz,6.0,0
2021,Álava,2.0,0
2022,Guadalajara,6.0,0
2023,Ciudad Real,8.0,0
2023,La Coruña,9.0,0
2023,Segovia,7.0,0
2024,Álava,8.0,0
2022,Almería,,0
2020,Tarragona,4.0,0
2024,Islas Baleares,3.0,0
2023,Girona,3.0,0
2019,Cuenca,2.0,0
2026,Vizcaya,,0
2021,Valladolid,,0
2019,Santa Cruz de Tenerife,6.0,0
2022,Cantabria,9.0,0
2023,Alicante,7.0,0
2022,Burgos,10.0,0
2019,Granada,6.0,0
2021,Santa Cruz de Tenerife,8.0,0
2024,Salamanca,2.0,0
2019,Lugo,1.0,0
2025,Girona,9.0,0
2021,Las Palmas,5.0,0
2019,Granada,10.0,0
2020,Cantabria,7.0,0
2019,Soria,8.0,0
2019,Islas Baleares,3.0,0
2024,Cádiz,4.0,0
2020,Guipúzcoa,8.0,0
2025,Castellón,,0
2019,Salamanca,,0
2025,Santa Cruz de Tenerife,7.0,0
2023,La Coruña,3.0,0
2020,Cantabria,,0
2023,Almería,4.0,0
2021,Teruel,5.0,0
2019,Lleida,3.0,0
2025,Girona,7.0,0
2019,Ciudad Real,6.0,0
2021,Girona,3.0,0
2026,Ciudad Real,9.0,0
2025,Girona,3.0,0
2025,Girona,8.0,0
2021,Valencia,9.0,0
2024,Almería,9.0,0
2024,Guadalajara,,0
2025,Almería,2.0,0
2023,Girona,8.0,0
2020,Ceuta,1.0,0
2024,Girona,8.0,0
2019,Cuenca,1.0,0
2025,Badajoz,3.0,0
2023,Las Palmas,4.0,0
2023,Santa Cruz de Tenerife,2.0,0
2021,Girona,9.0,0
2020,Islas Baleares,,0
2022,La Rioja,7.0,0
2020,Córdoba,5.0,0
2021,Navarra,4.0,0
2023,Álava,9.0,0
2025,Ávila,10.0,0
2022,Melilla,2.0,0
2021,Burgos,1.0,0
2021,Salamanca,4.0,0
2019,La Rioja,10.0,0
2023,Teruel,5.0,0
2022,Soria,1.0,0
2021,Guipúzcoa,1.0,0
2020,Segovia,,0
2024,Soria,,0
2026,Albacete,8.0,0
2025,Vizcaya,10.0,0
2022,Málaga,5.0,0
2025,Guipúzcoa,9.0,0
2023,Valencia,2.0,0
2025,Toledo,2.0,0
2021,Granada,3.0,0
2021,Alicante,4.0,0
2024,Huelva,3.0,0
2021,Córdoba,5.0,0
2023,Tarragona,10.0,0
2022,Murcia,2.0,0
2023,Alicante,,0
2023,Albacete,5.0,0
2021,Huesca,2.0,0
2026,Islas Baleares,4.0,0
2020,Córdoba,3.0,0
2024,Huelva,9.0,0
2020,Toledo,2.0,0
2025,Salamanca,8.0,0
2024,Melilla,,0
2021,Cantabria,5.0,0
2019,La Rioja,,0
2019,La Rioja,10.0,0
2024,Guipúzcoa,8.0,0
2019,Badajoz,2.0,0
2022,Vizcaya,2.0,0
2023,Cádiz,7.0,0
2023,Murcia,1.0,0
2023,La Rioja,5.0,0
2022,Tarragona,2.0,0
2021,Melilla,3.0,0
2025,Orense,,0
2024,Cuenca,,0
2021,Pontevedra,9.0,0
2024,Castellón,3.0,0
2020,Valencia,,0
2022,Teruel,4.0,0
2026,León,1.0,0
2023,Las Palmas,6.0,0
2022,Badajoz,5.0,0
2026,Burgos,4.0,0
2020,Málaga,,0
2026,Álava,4.0,0
2024,Granada,3.0,0
2022,León,2.0,0
2023,Girona,9.0,0
2025,Lleida,9.0,0
2019,Ceuta,9.0,0
2025,Huesca,7.0,0
2023,Murcia,5.0,0
2023,Granada,8.0,0
2022,Castellón,7.0,0
2020,Lugo,,0
2023,Sevilla,8.0,0
2024,Palencia,,0
2025,Girona,7.0,0
2019,Zamora,2.0,0
2023,Barcelona,7.0,0
2022,Zaragoza,1.0,0
2025,Lleida,6.0,0
2023,Cádiz,9.0,0
2019,Castellón,8.0,0
2023,Ciudad Real,6.0,0
2024,Cádiz,3.0,0
2021,Toledo,3.0,0
2025,Granada,2.0,0
2019,Castellón,5.0,0
2020,Cáceres,3.0,0
2025,Lleida,3.0,0
2023,Cáceres,1.0,0
2023,La Coruña,7.0,0
2025,Jaén,4.0,0
2023,Cantabria,5.0,0
2022,Segovia,6.0,0
2022,Segovia,,0
2024,Santa Cruz de Tenerife,3.0,0
2020,Santa Cruz de Tenerife,4.0,0
2025,La Coruña,6.0,0
2026,Palencia,,0
2021,Ávila,4.0,0
2023,Álava,10.0,0
2025,La Rioja,7.0,0
2020,Teruel,,0
2025,Orense,6.0,0
2020,Castellón,7.0,0
2020,Salamanca,,0
2023,La Coruña,10.0,0
2025,Palencia,2.0,0
2020,Palencia,9.0,0
2025,Santa Cruz de Tenerife,4.0,0
2021,Córdoba,6.0,0
2023,Córdoba,,0
2021,Valladolid,10.0,0
2024,Cáceres,4.0,0
2019,Cáceres,8.0,0
2023,Málaga,9.0,0
2019,Málaga,9.0,0
2019,Sevilla,5.0,0
2023,Valladolid,5.0,0
2026,Álava,,0
2020,Almería,8.0,0
2025,Soria,10.0,0
2024,Guipúzcoa,6.0,0
2023,La Coruña,5.0,0
2025,Badajoz,7.0,0
2025,Soria,1.0,0
2020,Córdoba,,0
2020,Navarra,8.0,0
2022,Lugo,5.0,0
2023,Guipúzcoa,4.0,0
2022,Huesca,,0
2023,Zamora,8.0,0
2022,Lugo,3.0,0
2023,Ciudad Real,3.0,0
2021,Alicante,3.0,0
2022,Álava,,0
2020,Badajoz,,0
2023,Cuenca,9.0,0
2020,Valencia,4.0,0
2024,Lleida,2.0,0
2020,Ávila,5.0,0
2019,Asturias,6.0,0
2019,Badajoz,5.0,0
2023,Ceuta,,0
2021,Lugo,3.0,0
2025,Zaragoza,2.0,0
2025,La Rioja,,0
2023,Ciudad Real,2.0,0
2021,Lleida,,0
2020,Segovia,4.0,0
2022,Sevilla,,0
2025,Girona,,0
2022,Ávila,8.0,0
2019,Cáceres,9.0,0
2021,Tarragona,3.0,0
2025,Soria,8.0,0
2025,Melilla,5.0,0
2020,Girona,,0
2021,La Rioja,2.0,0
2020,Ávila,5.0,0
2023,Toledo,3.0,0
2023,Lugo,7.0,0
2019,La Rioja,2.0,0
2019,Soria,,0
2020,Palencia,,0
2019,Albacete,8.0,0
2019,Asturias,,0
2019,Barcelona,5.0,0
2023,León,8.0,0
2025,Málaga,4.0,0
2024,Albacete,1.0,0
2023,Cantabria,4.0,0
2023,Madrid,,0
2022,Badajoz,9.0,0
2020,Tarragona,9.0,0
2024,Huesca,5.0,0
2023,La Coruña,1.0,0
2023,Soria,8.0,0
2025,Albacete,1.0,0
2022,Guipúzcoa,10.0,0
2026,Guipúzcoa,2.0,0
2022,Vizcaya,,0
2021,Cáceres,4.0,0
2023,Valladolid,4.0,0
2024,Guadalajara,,0
2019,Islas Baleares,,0
2023,Palencia,8.0,0
2023,Valladolid,10.0,0
2022,Cantabria,5.0,0
2024,Badajoz,1.0,0
2022,Ávila,7.0,0
2022,Orense,,0
2025,Castellón,8.0,0
2021,Vizcaya,,0
2025,Huesca,6.0,0
2023,Cuenca,,0
2026,Álava,5.0,0
2023,Jaén,9.0,0
2025,Valladolid,1.0,0
2024,Soria,1.0,0
2025,Palencia,,0
2022,Álava,6.0,0
2021,Ciudad Real,,0
2024,Cantabria,6.0,0
2024,Córdoba,9.0,0
2023,Cantabria,,0
2021,Lleida,2.0,0
2019,Pontevedra,5.0,0
2020,Las Palmas,8.0,0
2025,León,10.0,0
2021,Albacete,6.0,0
2024,Álava,2.0,0
2020,Cáceres,,0
2020,Cantabria,6.0,0
2020,Córdoba,,0
2019,Huelva,,0
2020,Guadalajara,9.0,0
2023,Ávila,5.0,0
2024,Lleida,,0
2020,Cádiz,6.0,0
2019,Guadalajara,8.0,0
2019,Pontevedra,7.0,0
2024,Barcelona,6.0,0
2023,Badajoz,7.0,0
2021,Segovia,,0
2025,Melilla,9.0,0
2022,Teruel,7.0,0
2021,Córdoba,6.0,0
2025,Cantabria,6.0,0
2019,Lugo,5.0,0
2023,Ciudad Real,6.0,0
2025,Badajoz,,0
2025,Girona,1.0,0
2022,Cantabria,8.0,0
2025,Pontevedra,,0
2021,Zaragoza,,0
2023,Huelva,,0
2025,Santa Cruz de Tenerife,7.0,0
2023,Almería,,0
2020,Pontevedra,9.0,0
2023,Álava,,0
2021,Lleida,,0
2022,Ávila,9.0,0
2019,La Rioja,,0
2022,Barcelona,10.0,0
2022,Sevilla,10.0,0
2019,Alicante,7.0,0
2021,Orense,6.0,0
2024,Ciudad Real,7.0,0
2019,Valencia,,0
2024,Girona,4.0,0
2021,Cádiz,2.0,0
2020,Santa Cruz de Tenerife,7.0,0
2019,Tarragona,7.0,0
2024,Murcia,1.0,0
2024,Zamora,7.0,0
2023,La Rioja,9.0,0
2023,Cantabria,,0
2022,Valencia,9.0,0
2026,Barcelona,6.0,0
2019,León,9.0,0
2024,Ceuta,10.0,0
2022,Tarragona,6.0,0
2024,Sevilla,10.0,0
2021,Toledo,6.0,0
2021,Guadalajara,3.0,0
2025,Albacete,10.0,0
2021,Toledo,6.0,0
2023,Segovia,6.0,0
2023,Lugo,,0
2022,Granada,1.0,0
2019,Valladolid,10.0,0
2025,Pontevedra,2.0,0
2020,León,2.0,0
2024,Ávila,,0
2025,Guipúzcoa,,0
2022,Navarra,1.0,0
2019,Valladolid,3.0,0
2020,Madrid,5.0,0
2019,Vizcaya,6.0,0
2019,Cantabria,5.0,0
2021,Toledo,,0
2025,Pontevedra,7.0,0
2020,Lleida,10.0,0
2021,Teruel,8.0,0
2022,Cáceres,10.0,0
2021,Salamanca,1.0,0
2022,Burgos,9.0,0
2022,Pontevedra,10.0,0
2026,Pontevedra,8.0,0
2022,Valladolid,8.0,0
2021,Valencia,9.0,0
2020,León,9.0,0
2019,Girona,1.0,0
2024,Zaragoza,10.0,0
2024,Granada,8.0,0
2019,Melilla,8.0,0
2023,Cuenca,6.0,0
2022,Santa Cruz de Tenerife,7.0,0
2022,Guipúzcoa,2.0,0
2025,Ciudad Real,1.0,0
2019,Alicante,,0
2025,Almería,,0
2022,Cantabria,5.0,0
2024,Salamanca,1.0,0
2022,Islas Baleares,,0
2019,Cuenca,2.0,0
2024,Santa Cruz de Tenerife,3.0,0
2021,Zaragoza,1.0,0
2021,Granada,8.0,0
2023,Ávila,,0
2020,Cantabria,5.0,0
2020,Córdoba,4.0,0
2022,Murcia,4.0,0
2022,Zaragoza,,0
2023,Soria,,0
2023,Toledo,,0
2025,Albacete,2.0,0
2026,Valencia,6.0,0
2019,Ávila,7.0,0
2021,Islas Baleares,2.0,0
2019,Cuenca,7.0,0
2020,Albacete,9.0,0
2020,Teruel,8.0,0
2021,Badajoz,6.0,0
2024,Guadalajara,6.0,0
2019,Islas Baleares,3.0,0
2025,Málaga,10.0,0
2023,Ciudad Real,,0
2024,Sevilla,9.0,0
2023,Navarra,2.0,0
2023,Teruel,2.0,0
2019,Barcelona,5.0,0
2026,Girona,10.0,0
2022,Badajoz,,0
2024,Guipúzcoa,3.0,0
2023,Ciudad Real,7.0,0
2022,Tarragona,4.0,0
2024,Barcelona,,0
2020,Santa Cruz de Tenerife,1.0,0
2026,Santa Cruz de Tenerife,10.0,0
2021,Cádiz,5.0,0
2022,Teruel,,0
2023,Sevilla,7.0,0
2021,Jaén,2.0,0
2021,Lugo,9.0,0
2021,Santa Cruz de Tenerife,,0
2023,Asturias,10.0,0
2022,Murcia,,0
2019,Almería,4.0,0
2026,Girona,6.0,0
2025,Álava,,0
2024,Badajoz,,0
2026,Orense,9.0,0
2023,Teruel,6.0,0
2019,Murcia,4.0,0
2024,Navarra,,0
2024,Palencia,3.0,0
2022,Girona,5.0,0
2020,Lleida,5.0,0
2025,Huesca,9.0,0
2023,Orense,,0
2019,Ávila,1.0,0
2021,Valladolid,,0
2019,Asturias,5.0,0
2023,Melilla,8.0,0
2019,Soria,10.0,0
2024,Segovia,8.0,0
2022,Córdoba,3.0,0
2022,Castellón,10.0,0
2019,Albacete,6.0,0
2020,Huelva,8.0,0
2023,Santa Cruz de Tenerife,8.0,0
2021,Santa Cruz de Tenerife,8.0,0
2019,Barcelona,5.0,0
2025,Almería,6.0,0
2022,Pontevedra,9.0,0
2019,Pontevedra,,0
2023,Tarragona,4.0,0
2021,Granada,3.0,0
2024,La Coruña,,0
2024,Albacete,5.0,0
2022,Córdoba,9.0,0
2025,Córdoba,8.0,0
2024,Barcelona,5.0,0
2019,Sevilla,2.0,0
2022,Cantabria,7.0,0
2022,Melilla,2.0,0
2023,Valladolid,4.0,0
2021,Badajoz,10.0,0
2019,Cáceres,7.0,0
2019,León,10.0,0
2019,Badajoz,9.0,0
2019,Valladolid,2.0,0
2021,Madrid,,0
2026,Girona,,0
2019,Guadalajara,9.0,0
2026,Lleida,3.0,0
2024,Lleida,7.0,0
2021,Zamora,7.0,0
2021,Cuenca,3.0,0
2021,Alicante,9.0,0
2023,Huelva,9.0,0
2020,Teruel,8.0,0
2019,Asturias,1.0,0
2021,Badajoz,5.0,0
2023,Vizcaya,5.0,0
2023,Teruel,7.0,0
2025,Sevilla,1.0,0
2019,Melilla,1.0,0
2024,Jaén,4.0,0
2022,Navarra,9.0,0
2021,Tarragona,7.0,0
2024,Ciudad Real,,0
2022,Granada,1.0,0
2019,Almería,3.0,0
2024,Valencia,1.0,0
2023,Sevilla,,0
2023,Zamora,5.0,0
2023,Islas Baleares,9.0,0
2019,Ávila,10.0,0
2025,Asturias,6.0,0
2023,Las Palmas,9.0,0
2019,Guadalajara,4.0,0
2023,Almería,7.0,0
2022,Málaga,10.0,0
2020,Girona,,0
2024,Santa Cruz de Tenerife,7.0,0
2019,La Coruña,7.0,0
2022,Islas Baleares,,0
2025,Zamora,,0
2022,Lleida,5.0,0
2020,Murcia,7.0,0
2024,La Coruña,,0
2019,Burgos,2.0,0
2024,Ceuta,,0
2023,Castellón,,0
2023,Almería,2.0,0
2019,La Coruña,9.0,0
2022,Orense,6.0,0
2021,Girona,1.0,0
2020,Palencia,5.0,0
2019,Cádiz,6.0,0
2026,Murcia,3.0,0
2021,Cantabria,,0
2023,Granada,2.0,0
2025,Palencia,4.0,0
2023,Murcia,10.0,0
2021,Lleida,10.0,0
2022,Lleida,,0
2022,Girona,6.0,0
2026,Santa Cruz de Tenerife,4.0,0
2023,Jaén,4.0,0
2021,Huesca,8.0,0
2020,Cáceres,3.0,0
2025,Valencia,4.0,0
2023,Castellón,1.0,0
2025,Álava,4.0,0
2026,Toledo,4.0,0
2019,Valencia,7.0,0
2024,Cantabria,8.0,0
2024,Cádiz,9.0,0
2025,Valencia,,0
2020,Álava,10.0,0
2022,Sevilla,5.0,0
2023,Tarragona,1.0,0
2019,La Rioja,3.0,0
2019,Islas Baleares,,0
2026,Ciudad Real,8.0,0
2024,León,3.0,0
2019,Zaragoza,5.0,0
2023,Toledo,5.0,0
2023,Huesca,7.0,0
2021,Cantabria,2.0,0
2024,Barcelona,1.0,0
2026,Zaragoza,6.0,0
2021,Toledo,4.0,0
2025,Santa Cruz de Tenerife,5.0,0
2023,Pontevedra,10.0,0
2024,Soria,,0
2019,Madrid,1.0,0
2019,Palencia,,0
2019,Lleida,1.0,0
2023,Murcia,3.0,0
2022,Asturias,,0
2020,Cádiz,2.0,0
2021,Burgos,4.0,0
2024,Tarragona,10.0,0
2024,Huesca,4.0,0
2019,Huesca,,0
2021,Las Palmas,6.0,0
2020,Barcelona,2.0,0
2020,Asturias,5.0,0
2020,Zaragoza,,0
2023,Madrid,6.0,0
2021,Cuenca,7.0,0
2025,Ceuta,9.0,0
2025,Cádiz,,0
2022,Burgos,8.0,0
2021,Cáceres,4.0,0
2023,Cuenca,8.0,0
2021,Valladolid,7.0,0
2024,Barcelona,6.0,0
2020,Sevilla,4.0,0
2019,Albacete,,0
2023,Melilla,2.0,0
2019,Madrid,2.0,0
2022,Cádiz,,0
2026,Lleida,4.0,0
2019,Álava,9.0,0
2023,Girona,6.0,0
2023,Huesca,4.0,0
2020,Zamora,6.0,0
2023,Girona,6.0,0
2021,Lleida,9.0,0
2019,Castellón,5.0,0
2021,Orense,2.0,0
2023,Albacete,5.0,0
2021,Segovia,,0
2024,Badajoz,,0
2021,Las Palmas,4.0,0
2019,Navarra,4.0,0
2024,La Rioja,7.0,0
2020,Almería,1.0,0
2020,Madrid,1.0,0
2021,Teruel,2.0,0
2020,Segovia,9.0,0
2024,Lugo,,0
2021,Girona,3.0,0
2024,Santa Cruz de Tenerife,2.0,0
2020,Barcelona,5.0,0
2019,Girona,4.0,0
2025,Vizcaya,8.0,0
2021,Salamanca,,0
2024,Cantabria,4.0,0
2022,Guadalajara,4.0,0
2026,Salamanca,3.0,0
2022,Burgos,,0
2022,Castellón,,0
2023,Soria,7.0,0
2023,Palencia,7.0,0
2019,Zaragoza,6.0,0
2025,La Rioja,4.0,0
2019,Tarragona,2.0,0
2020,Valencia,4.0,0
2020,Ávila,8.0,0
2023,Pontevedra,2.0,0
2023,Melilla,6.0,0
2023,Granada,6.0,0
2023,Cantabria,2.0,0
2023,Guadalajara,6.0,0
2019,Girona,4.0,0
2021,León,10.0,0
2025,Ceuta,4.0,0
2019,Melilla,7.0,0
2021,Las Palmas,9.0,0
2020,Lleida,8.0,0
2024,Huesca,3.0,0
2024,Cáceres,9.0,0
2023,Zaragoza,,0
2020,Madrid,,0
2026,Ceuta,2.0,0
2020,Álava,,0
2023,Málaga,5.0,0
2023,Cádiz,10.0,0
2022,Islas Baleares,2.0,0
2023,Orense,3.0,0
2020,Sevilla,7.0,0
2026,Madrid,5.0,0
2022,Ceuta,1.0,0
2019,Burgos,7.0,0
2022,Guipúzcoa,8.0,0
2022,Cáceres,2.0,0
2024,Soria,10.0,0
2021,Córdoba,6.0,0
2025,Segovia,3.0,0
2023,Teruel,1.0,0
2020,Huelva,7.0,0
2024,Segovia,9.0,0
2020,Segovia,10.0,0
2021,Teruel,9.0,0
2021,Jaén,2.0,0
2021,Zamora,8.0,0
2019,Santa Cruz de Tenerife,4.0,0
2023,Asturias,2.0,0
2021,Granada,4.0,0
2021,Islas Baleares,,0
2025,Pontevedra,7.0,0
2024,Barcelona,,0
2026,La Rioja,1.0,0
2019,Guipúzcoa,8.0,0
2019,Álava,9.0,0
2022,Santa Cruz de Tenerife,10.0,0
2019,Melilla,8.0,0
2021,La Coruña,,0
2026,Soria,1.0,0
2025,Sevilla,3.0,0
2023,Lugo,5.0,0
2025,Ceuta,1.0,0
2023,Cantabria,,0
2024,Jaén,3.0,0
2019,Zamora,,0
2023,Jaén,5.0,0
2022,Burgos,,0
2024,Almería,8.0,0
2019,Cuenca,,0
2025,Álava,5.0,0
2019,Soria,,0
2019,Navarra,1.0,0
2025,Soria,8.0,0
2021,La Rioja,6.0,0
2022,Guadalajara,9.0,0
2023,Toledo,,0
2021,Sevilla,8.0,0
2026,Zaragoza,4.0,0
2023,Guadalajara,2.0,0
2025,Girona,1.0,0
2025,Zamora,5.0,0
2020,Pontevedra,10.0,0
2021,La Rioja,2.0,0
2019,Málaga,10.0,0
2021,Santa Cruz de Tenerife,,0
2024,Zaragoza,10.0,0
2020,Jaén,10.0,0
2024,Cuenca,,0
2024,Albacete,10.0,0
2022,Cuenca,5.0,0
2020,Toledo,5.0,0
2024,Salamanca,2.0,0
2019,Jaén,9.0,0
2021,Asturias,8.0,0
2021,Álava,8.0,0
2024,Soria,6.0,0
2019,Ceuta,9.0,0
2022,Castellón,,0
2019,Lugo,,0
2020,La Coruña,9.0,0
2019,Santa Cruz de Tenerife,,0
2025,Segovia,5.0,0
2022,Santa Cruz de Tenerife,8.0,0
2020,Girona,,0
2025,Granada,9.0,0
2021,Burgos,,0
2021,Huesca,,0
2021,Cádiz,2.0,0
2022,Las Palmas,9.0,0
2023,Santa Cruz de Tenerife,,0
2025,Asturias,,0
2020,Barcelona,1.0,0
2023,Murcia,6.0,0
2023,Ávila,3.0,0
2022,Cantabria,4.0,0
2022,Cádiz,1.0,0
2020,Salamanca,6.0,0
2025,Melilla,9.0,0
2019,Huelva,9.0,0
2020,Las Palmas,5.0,0
2021,Soria,10.0,0
2024,Zaragoza,1.0,0
2024,Navarra,9.0,0
2025,Huelva,10.0,0
2023,Segovia,8.0,0
2023,Cádiz,6.0,0
2020,Segovia,7.0,0
2020,Girona,,0
2023,Valencia,1.0,0
2024,Toledo,6.0,0
2019,Pontevedra,3.0,0
2019,Murcia,10.0,0
2025,Burgos,8.0,0
2023,Melilla,9.0,0
2020,Badajoz,8.0,0
2023,Burgos,9.0,0
2024,Toledo,9.0,0
2024,Palencia,4.0,0
2024,Soria,,0
2024,Teruel,8.0,0
2022,Palencia,7.0,0
2026,Toledo,,0
2023,Málaga,1.0,0
2020,Murcia,5.0,0
2025,Burgos,6.0,0
2021,Albacete,6.0,0
2025,Santa Cruz de Tenerife,4.0,0
2021,Guipúzcoa,6.0,0
2020,Burgos,,0
2020,Guipúzcoa,4.0,0
2025,Murcia,7.0,0
2021,Alicante,10.0,0
2024,Orense,4.0,0
2021,Cantabria,3.0,0
2025,Madrid,5.0,0
2021,Murcia,9.0,0
2023,Huelva,3.0,0
2024,Salamanca,3.0,0
2019,Soria,4.0,0
2026,Tarragona,8.0,0
2023,Islas Baleares,5.0,0
2025,Lugo,,0
2025,Zaragoza,,0
2026,Asturias,5.0,0
2019,Ávila,4.0,0
2020,Navarra,3.0,0
2019,Guipúzcoa,8.0,0
2024,Valencia,10.0,0
2019,Jaén,8.0,0
2023,Ávila,,0
2025,Santa Cruz de Tenerife,,0
2023,Alicante,2.0,0
2022,Girona,10.0,0
2019,Cáceres,8.0,0
2021,Badajoz,7.0,0
2019,Ciudad Real,,0
2019,Lleida,,0
2023,Santa Cruz de Tenerife,2.0,0
2019,Melilla,4.0,0
2023,Granada,9.0,0
2025,Cantabria,6.0,0
2023,Teruel,,0
2024,Santa Cruz de Tenerife,4.0,0
2022,Navarra,9.0,0
2023,Almería,9.0,0
2022,Córdoba,7.0,0
2024,Burgos,7.0,0
2025,Melilla,3.0,0
2022,León,9.0,0
2024,Girona,10.0,0
2019,Melilla,,0
2024,Cáceres,,0
2022,Melilla,,0
2020,Murcia,2.0,0
2025,Asturias,1.0,0
2022,Girona,,0
2026,Madrid,2.0,0
2022,Cantabria,9.0,0
2022,Toledo,6.0,0
2023,Las Palmas,,0
2020,Ciudad Real,9.0,0
2022,Murcia,2.0,0
2019,Salamanca,,0
2020,Salamanca,3.0,0
2024,Segovia,1.0,0
2021,Valencia,6.0,0
2025,Cádiz,9.0,0
2023,Álava,7.0,0
2019,Melilla,4.0,0
2024,Santa Cruz de Tenerife,5.0,0
2023,Palencia,5.0,0
2023,Huesca,,0
2024,Cuenca,9.0,0
2021,Santa Cruz de Tenerife,,0
2020,Guadalajara,4.0,0
2021,Málaga,1.0,0
2019,Pontevedra,4.0,0
2020,Badajoz,2.0,0
2020,La Coruña,4.0,0
2024,Cantabria,10.0,0
2021,Toledo,6.0,0
2022,La Coruña,8.0,0
2023,Madrid,2.0,0
2020,Lleida,5.0,0
2020,Islas Baleares,,0
2022,Vizcaya,9.0,0
2025,Guipúzcoa,,0
2021,Álava,8.0,0
2023,Asturias,2.0,0
2019,Pontevedra,,0
2019,Santa Cruz de Tenerife,8.0,0
2024,Guipúzcoa,6.0,0
2023,Badajoz,7.0,0
2024,Ceuta,5.0,0
2022,Lugo,5.0,0
2025,Ávila,,0
2023,Toledo,2.0,0
2019,Jaén,5.0,0
2019,Lleida,,0
2025,Santa Cruz de Tenerife,9.0,0
2020,Guadalajara,9.0,0
2023,Almería,6.0,0
2019,Vizcaya,8.0,0
2024,Zaragoza,3.0,0
2024,Granada,,0
2019,La Coruña,6.0,0
2023,Palencia,10.0,0
2019,Albacete,,0
2024,Toledo,,0
2025,Alicante,8.0,0
2021,Granada,10.0,0
2022,Almería,3.0,0
2024,Barcelona,4.0,0
2024,Guipúzcoa,,0
2019,Castellón,9.0,0
2026,Melilla,1.0,0
2021,Ciudad Real,1.0,0
2026,Cáceres,7.0,0
2019,La Coruña,7.0,0
2019,Girona,6.0,0
2023,León,,0
2025,Girona,2.0,0
2020,Cuenca,4.0,0
2022,Murcia,8.0,0
2023,Huesca,,0
2024,Cáceres,9.0,0
2020,Zamora,7.0,0
2021,Asturias,,0
2020,Vizcaya,,0
2022,Segovia,7.0,0
2025,Santa Cruz de Tenerife,2.0,0
2024,Huelva,3.0,0
2020,Orense,2.0,0
2024,Sevilla,9.0,0
2020,Alicante,5.0,0
2025,Málaga,5.0,0
2022,Ciudad Real,,0
2023,Madrid,2.0,0
2026,Pontevedra,4.0,0
2025,Murcia,4.0,0
2019,Jaén,,0
2020,León,1.0,0
2024,Asturias,1.0,0
2023,Islas Baleares,,0
2021,Lugo,2.0,0
2022,Badajoz,3.0,0
2024,Almería,6.0,0
2023,Málaga,1.0,0
2020,Zamora,9.0,0
2022,Teruel,,0
2022,Zamora,9.0,0
2020,Cuenca,9.0,0
2025,Badajoz,5.0,0
2025,Barcelona,4.0,0
2022,Santa Cruz de Tenerife,,0
2024,Cantabria,9.0,0
2022,Lugo,,0
2023,Sevilla,1.0,0
2023,Teruel,5.0,0
2019,Málaga,,0
2025,Toledo,7.0,0
2022,Segovia,8.0,0
2023,Guipúzcoa,3.0,0
2022,Castellón,9.0,0
2021,Tarragona,5.0,0
2021,La Coruña,6.0,0
2020,Córdoba,,0
2025,Navarra,,0
2019,Badajoz,6.0,0
2024,Valencia,3.0,0
2024,La Coruña,6.0,0
2022,Navarra,8.0,0
2024,Segovia,4.0,0
2024,Huelva,10.0,0
2019,Las Palmas,6.0,0
2020,Almería,3.0,0
2019,Murcia,6.0,0
2023,La Rioja,2.0,0
2021,Málaga,4.0,0
2019,Teruel,6.0,0
2022,Zamora,2.0,0
2022,Las Palmas,9.0,0
2023,Salamanca,4.0,0
2025,Santa Cruz de Tenerife,,0
2022,Las Palmas,1.0,0
2023,Palencia,4.0,0
2021,Ceuta,,0
2021,Palencia,,0
2022,Granada,2.0,0
2022,Valencia,10.0,0
2020,Almería,7.0,0
2023,Orense,2.0,0
2022,Orense,1.0,0
2026,Barcelona,,0
2019,La Coruña,,0
2022,Granada,1.0,0
2022,León,4.0,0
2022,Huelva,5.0,0
2022,Santa Cruz de Tenerife,,0
2024,Zaragoza,3.0,0
2021,Pontevedra,7.0,0
2021,León,,0
2022,Girona,7.0,0
2022,Cáceres,4.0,0
